POINT_X,POINT_Y,Z
482570.5886,2822134.615,12
482587.0005,2822134.615,12
482603.4124,2822134.615,12
482619.8243,2822134.615,12
482636.2362,2822134.615,12
482652.6481,2822134.615,12
482669.06,2822134.615,12
482685.4719,2822134.615,12
482701.8838,2822134.615,12
482718.2957,2822134.615,12
482734.7076,2822134.615,12
482751.1195,2822134.615,12
482767.5314,2822134.615,12
482783.9433,2822134.615,12
482800.3553,2822134.615,12
482816.7672,2822134.615,12
482833.1791,2822134.615,12
482849.591,2822134.615,12
482866.0029,2822134.615,12
482882.4148,2822134.615,12
482898.8267,2822134.615,12
482915.2386,2822134.615,12
482931.6505,2822134.615,12
482948.0624,2822134.615,12
482964.4743,2822134.615,11.6559
482980.8862,2822134.615,11.4601002
482997.2981,2822134.615,11.0702
483013.71,2822134.615,11.0630999
483030.1219,2822134.615,10.5569
483046.5338,2822134.615,10.2004004
483062.9458,2822134.615,10.2016001
483079.3577,2822134.615,10
483095.7696,2822134.615,10
483112.1815,2822134.615,10
483128.5934,2822134.615,10
483145.0053,2822134.615,10
483161.4172,2822134.615,10
483177.8291,2822134.615,10
483194.241,2822134.615,10
482504.9409,2822118.203,12
482521.3528,2822118.203,12
482537.7648,2822118.203,12
482554.1767,2822118.203,12
482570.5886,2822118.203,12
482587.0005,2822118.203,12
482603.4124,2822118.203,12
482619.8243,2822118.203,12
482636.2362,2822118.203,12
482652.6481,2822118.203,12
482669.06,2822118.203,12
482685.4719,2822118.203,12
482701.8838,2822118.203,12
482718.2957,2822118.203,12
482734.7076,2822118.203,12
482751.1195,2822118.203,12
482767.5314,2822118.203,12
482783.9433,2822118.203,12
482800.3553,2822118.203,12
482816.7672,2822118.203,12
482833.1791,2822118.203,12
482849.591,2822118.203,12
482866.0029,2822118.203,12
482882.4148,2822118.203,12
482898.8267,2822118.203,12
482915.2386,2822118.203,12
482931.6505,2822118.203,12
482948.0624,2822118.203,12
482964.4743,2822118.203,11.8360996
482980.8862,2822118.203,11.4785004
482997.2981,2822118.203,11.0593004
483013.71,2822118.203,10.7255001
483030.1219,2822118.203,10.3936996
483046.5338,2822118.203,10.1898003
483062.9458,2822118.203,10.1121998
483079.3577,2822118.203,10
483095.7696,2822118.203,10
483112.1815,2822118.203,10
483128.5934,2822118.203,10
483145.0053,2822118.203,10
483161.4172,2822118.203,10
483177.8291,2822118.203,10
483194.241,2822118.203,10
483210.6529,2822118.203,10
482488.529,2822101.791,12
482504.9409,2822101.791,12
482521.3528,2822101.791,12
482537.7648,2822101.791,12
482554.1767,2822101.791,12
482570.5886,2822101.791,12
482587.0005,2822101.791,12
482603.4124,2822101.791,12
482619.8243,2822101.791,12
482636.2362,2822101.791,12
482652.6481,2822101.791,12
482669.06,2822101.791,12
482685.4719,2822101.791,12
482701.8838,2822101.791,12
482718.2957,2822101.791,12
482734.7076,2822101.791,12
482751.1195,2822101.791,12
482767.5314,2822101.791,12
482783.9433,2822101.791,12
482800.3553,2822101.791,12
482816.7672,2822101.791,12
482833.1791,2822101.791,12
482849.591,2822101.791,12
482866.0029,2822101.791,12
482882.4148,2822101.791,12
482898.8267,2822101.791,12
482915.2386,2822101.791,12
482931.6505,2822101.791,12
482948.0624,2822101.791,11.8971004
482964.4743,2822101.791,11.5153999
482980.8862,2822101.791,11.0325003
482997.2981,2822101.791,10.8917999
483013.71,2822101.791,10.5585003
483030.1219,2822101.791,10.1443996
483046.5338,2822101.791,10.0958996
483062.9458,2822101.791,10
483079.3577,2822101.791,10
483095.7696,2822101.791,10
483112.1815,2822101.791,10
483128.5934,2822101.791,10
483145.0053,2822101.791,10
483161.4172,2822101.791,10
483177.8291,2822101.791,10
483194.241,2822101.791,10
483210.6529,2822101.791,10
482488.529,2822085.38,12
482504.9409,2822085.38,12
482521.3528,2822085.38,12
482537.7648,2822085.38,12
482554.1767,2822085.38,12
482570.5886,2822085.38,12
482587.0005,2822085.38,12
482603.4124,2822085.38,12
482619.8243,2822085.38,12
482636.2362,2822085.38,12
482652.6481,2822085.38,12
